Year;Day;Date;Number_1;Number_2;Number_3;Number_4;Number_5;Bonus_Ball;Jackpot;Outcome
2012;Tuesday;18 September 2012;1;27;37;40;42;16;R14,131,336;Roll
2012;Friday;14 September 2012;15;18;26;33;41;7;R11,483,145;Roll
2012;Tuesday;11 September 2012;13;32;34;36;45;10;R8,331,832;Roll
2012;Friday;7 September 2012;9;14;17;34;41;17;R5,668,715;Roll
2012;Tuesday;4 September 2012;6;15;19;30;45;14;R2,855,452;Roll
2012;Friday;31 August 2012;5;7;9;20;29;20;R55,363,220;Won
2012;Tuesday;28 August 2012;1;7;8;11;40;1;R50,378,506;Roll
2012;Friday;24 August 2012;3;9;14;24;26;3;R46,232,750;Roll
2012;Tuesday;21 August 2012;14;16;19;38;43;3;R41,911,468;Roll
2012;Friday;17 August 2012;13;15;19;40;42;12;R38,227,207;Roll
2012;Tuesday;14 August 2012;5;21;26;28;33;19;R34,458,082;Roll
2012;Friday;10 August 2012;2;9;26;27;45;1;R31,538,319;Roll
2012;Tuesday;7 August 2012;13;20;21;26;44;8;R28,526,608;Roll
2012;Friday;3 August 2012;2;10;22;35;41;16;R25,875,066;Roll
2012;Tuesday;31 July 2012;7;14;23;27;32;20;R22,751,128;Roll
2012;Friday;27 July 2012;6;8;15;18;38;15;R20,005,005;Roll
2012;Tuesday;24 July 2012;2;5;7;15;21;6;R17,083,563;Roll
2012;Friday;20 July 2012;5;20;24;33;41;3;R14,841,724;Roll
2012;Tuesday;17 July 2012;1;4;20;23;34;16;R12,324,829;Roll
2012;Friday;13 July 2012;4;11;16;27;38;17;R10,009,272;Roll
2012;Tuesday;10 July 2012;8;9;15;23;36;11;R7,358,597;Roll
2012;Friday;6 July 2012;3;10;12;34;36;17;R5,031,967;Roll
2012;Tuesday;3 July 2012;16;19;37;38;39;13;R2,441,361;Roll
2012;Friday;29 June 2012;2;4;6;19;31;20;R20,437,110;Won
2012;Tuesday;26 June 2012;2;17;22;39;44;20;R17,413,529;Roll
2012;Friday;22 June 2012;3;7;17;21;27;2;R14,857,820;Roll
2012;Tuesday;19 June 2012;12;21;27;36;45;17;R12,285,787;Roll
2012;Friday;15 June 2012;2;21;22;24;41;17;R10,012,473;Roll
2012;Tuesday;12 June 2012;2;16;22;36;43;19;R7,401,442;Roll
2012;Friday;8 June 2012;14;15;32;36;40;7;R5,121,886;Roll
2012;Tuesday;5 June 2012;9;10;26;32;33;7;R2,501,365;Roll
2012;Friday;1 June 2012;9;12;15;28;32;14;R40,000,000;Won
2012;Tuesday;29 May 2012;2;6;8;30;44;10;R28,176,640;Roll
2012;Friday;25 May 2012;1;9;19;26;32;17;R25,398,698;Roll
2012;Tuesday;22 May 2012;1;3;22;31;38;11;R22,572,632;Roll
2012;Friday;18 May 2012;2;14;20;32;36;1;R20,323,754;Roll
2012;Tuesday;15 May 2012;4;7;8;19;25;12;R17,794,005;Roll
2012;Friday;11 May 2012;6;7;17;20;23;17;R15,464,392;Roll
2012;Tuesday;8 May 2012;4;9;10;16;20;4;R13,009,713;Roll
2012;Friday;4 May 2012;1;6;16;34;40;18;R10,693,652;Roll
2012;Tuesday;1 May 2012;12;17;24;30;36;14;R8,121,115;Roll
2012;Friday;27 April 2012;4;6;12;23;38;18;R6,225,931;Roll
2012;Tuesday;24 April 2012;3;5;22;31;45;5;R4,136,547;Roll
2012;Friday;20 April 2012;13;20;24;25;29;11;R2,187,722;Roll
2012;Tuesday;17 April 2012;14;15;29;30;34;7;R2,034,954;Won
2012;Friday;13 April 2012;2;9;23;43;44;17;R19,978,096;Won
2012;Tuesday;10 April 2012;13;28;30;41;43;11;R17,272,437;Roll
2012;Tuesday;3 April 2012;4;11;12;17;42;15;R14,565,575;Roll
2012;Friday;30 March 2012;3;5;10;18;39;18;R12,032,312;Roll
2012;Tuesday;27 March 2012;8;11;23;44;45;2;R9,235,615;Roll
2012;Friday;23 March 2012;6;15;23;39;45;19;R6,878,198;Roll
2012;Tuesday;20 March 2012;9;14;21;28;44;12;R4,438,125;Roll
2012;Friday;16 March 2012;14;18;37;41;44;3;R2,387,296;Roll
2012;Tuesday;13 March 2012;3;6;26;32;37;4;R7,037,105;Won
2012;Friday;9 March 2012;2;21;22;29;40;11;R4,829,453;Roll
2012;Tuesday;6 March 2012;1;35;36;37;45;7;R2,347,502;Roll
2012;Friday;2 March 2012;13;24;41;43;45;19;R14,657,586;Won
2012;Tuesday;28 February 2012;16;24;26;32;45;1;R11,809,281;Roll
2012;Friday;24 February 2012;17;21;26;40;45;15;R9,270,488;Roll
2012;Tuesday;21 February 2012;25;27;28;32;43;18;R6,631,722;Roll
2012;Friday;17 February 2012;8;26;31;38;45;7;R4,515,349;Roll
2012;Tuesday;14 February 2012;20;30;31;32;44;17;R2,102,743;Roll
2012;Friday;10 February 2012;6;19;23;29;35;3;R4,910,191;Won
2012;Tuesday;7 February 2012;2;11;14;38;45;13;R2,343,754;Roll
2012;Friday;3 February 2012;7;9;14;15;43;15;R8,146,104;Won
2012;Tuesday;31 January 2012;12;15;25;32;41;15;R5,301,939;Roll
2012;Friday;27 January 2012;2;7;28;36;39;5;R2,741,604;Roll
2012;Tuesday;24 January 2012;4;7;11;26;36;5;R19,916,768;Won
2012;Friday;20 January 2012;10;15;22;29;35;18;R17,490,584;Roll
2012;Tuesday;17 January 2012;13;19;26;43;45;9;R14,000,000;Roll
2012;Friday;13 January 2012;15;20;23;25;40;10;R12,000,000;Roll
2012;Tuesday;10 January 2012;18;20;24;26;40;13;R10,000,000;Roll
2012;Friday;6 January 2012;1;21;29;32;34;20;R7,226,611;Roll
2012;Tuesday;3 January 2012;3;5;8;17;41;6;R4,682,014;Roll
2011;Friday;30 December 2011;11;15;20;33;37;16;R2,573,143;Roll
2011;Tuesday;27 December 2011;10;12;17;24;26;3;R14,968,166;Won
2011;Friday;23 December 2011;7;13;21;22;40;20;R13,042,337;Roll
2011;Tuesday;20 December 2011;20;21;25;37;40;5;R10,136,821;Roll
2011;Friday;16 December 2011;14;26;28;33;45;11;R7,443,501;Roll
2011;Tuesday;13 December 2011;14;16;22;32;35;13;R5,026,628;Roll
2011;Friday;9 December 2011;1;3;18;36;37;11;R2,618,631;Roll
2011;Tuesday;6 December 2011;6;15;16;28;41;1;R16,224,070;Won
2011;Friday;2 December 2011;5;6;25;38;40;16;R13,455,044;Roll
2011;Tuesday;29 November 2011;12;27;28;32;34;5;R10,396,079;Roll
2011;Friday;25 November 2011;23;26;29;41;44;14;R7,690,591;Roll
2011;Tuesday;22 November 2011;5;24;29;34;44;18;R4,802,228;Roll
2011;Friday;18 November 2011;9;24;36;37;45;14;R2,543,676;Roll
2011;Tuesday;15 November 2011;8;18;30;38;44;5;R2,477,488;Won
2011;Friday;11 November 2011;1;6;7;10;35;14;R5,648,665;Won
2011;Tuesday;8 November 2011;8;10;11;15;45;20;R2,680,203;Roll
2011;Friday;4 November 2011;9;25;31;34;42;10;R42,255,928;Won
2011;Tuesday;1 November 2011;13;23;34;39;43;7;R37,589,153;Roll
2011;Friday;28 October 2011;3;15;36;37;41;6;R33,346,689;Roll
2011;Tuesday;25 October 2011;11;12;20;35;38;1;R29,627,473;Roll
2011;Friday;21 October 2011;2;16;23;39;42;9;R26,663,017;Roll
2011;Tuesday;18 October 2011;2;8;12;15;32;13;R23,663,233;Roll
2011;Friday;14 October 2011;15;20;21;31;35;5;R20,901,649;Roll
2011;Tuesday;11 October 2011;8;10;24;39;43;8;R17,786,971;Roll
2011;Friday;7 October 2011;33;36;38;40;44;4;R14,993,778;Roll
2011;Tuesday;4 October 2011;8;10;26;40;42;4;R11,840,586;Roll
2011;Friday;30 September 2011;11;21;24;28;35;17;R8,786,034;Roll
2011;Tuesday;27 September 2011;1;7;8;22;40;18;R5,656,161;Roll
2011;Friday;23 September 2011;5;22;24;25;27;5;R2,886,998;Roll
2011;Tuesday;20 September 2011;8;10;23;31;38;8;R8,395,464;Won
2011;Friday;16 September 2011;2;3;4;28;38;20;R5,716,820;Roll
2011;Tuesday;13 September 2011;5;11;17;28;44;20;R2,691,821;Roll
2011;Friday;9 September 2011;10;18;23;36;40;4;R3,301,766;Won
2011;Tuesday;6 September 2011;1;2;5;30;40;3;R54,740,386;Won
2011;Friday;2 September 2011;15;25;34;43;45;1;R49,859,652;Roll
2011;Tuesday;30 August 2011;4;5;19;37;38;15;R45,156,723;Roll
2011;Friday;26 August 2011;10;18;20;36;39;13;R41,137,341;Roll
2011;Tuesday;23 August 2011;4;17;20;22;31;13;R36,653,664;Roll
2011;Friday;19 August 2011;5;14;19;21;28;11;R33,325,749;Roll
2011;Tuesday;16 August 2011;3;10;16;21;22;9;R29,856,251;Roll
2011;Friday;12 August 2011;2;8;39;41;43;16;R26,397,131;Roll
2011;Tuesday;9 August 2011;31;37;38;43;45;15;R23,237,755;Roll
2011;Friday;5 August 2011;5;9;10;21;44;10;R20,854,766;Roll
2011;Tuesday;2 August 2011;3;9;16;27;31;13;R17,546,690;Roll
2011;Friday;29 July 2011;7;12;23;40;42;2;R14,519,379;Roll
2011;Tuesday;26 July 2011;18;26;28;34;36;3;R11,227,328;Roll
2011;Friday;22 July 2011;13;22;25;26;35;13;R8,434,807;Roll
2011;Tuesday;19 July 2011;2;14;15;18;29;20;R5,581,368;Roll
2011;Friday;15 July 2011;9;16;19;24;28;19;R2,970,504;Roll
2011;Tuesday;12 July 2011;10;16;28;34;45;6;R35,206,645;Won
2011;Friday;8 July 2011;5;22;30;32;33;18;R31,562,753;Roll
2011;Tuesday;5 July 2011;2;30;31;34;42;5;R28,198,224;Roll
2011;Friday;1 July 2011;2;9;31;35;37;4;R25,041,903;Roll
2011;Tuesday;28 June 2011;2;16;25;37;41;12;R21,485,429;Roll
2011;Friday;24 June 2011;6;18;28;31;36;20;R18,275,434;Roll
2011;Tuesday;21 June 2011;2;8;28;30;35;13;R14,966,512;Roll
2011;Friday;17 June 2011;15;23;33;44;45;6;R12,161,620;Roll
2011;Tuesday;14 June 2011;11;16;34;39;40;11;R9,071,022;Roll
2011;Friday;10 June 2011;13;24;26;30;42;16;R6,217,537;Roll
2011;Tuesday;7 June 2011;10;16;24;32;35;7;R3,005,843;Roll
2011;Friday;3 June 2011;6;30;31;33;36;16;R102,016,595;Won
2011;Tuesday;31 May 2011;7;8;13;33;35;17;R90,592,370;Roll
2011;Friday;27 May 2011;7;16;22;34;45;17;R82,856,413;Roll
2011;Tuesday;24 May 2011;13;16;21;41;45;18;R75,903,541;Roll
2011;Friday;20 May 2011;3;7;10;31;42;6;R70,376,366;Roll
2011;Tuesday;17 May 2011;13;16;24;26;27;10;R64,579,367;Roll
2011;Friday;13 May 2011;4;10;11;32;38;6;R59,734,277;Roll
2011;Tuesday;10 May 2011;1;17;31;41;43;1;R54,184,157;Roll
2011;Friday;6 May 2011;4;9;20;38;45;2;R49,896,046;Roll
2011;Tuesday;3 May 2011;8;10;11;33;34;17;R45,589,880;Roll
2011;Friday;29 April 2011;1;15;39;41;45;7;R42,070,879;Roll
2011;Tuesday;26 April 2011;12;16;25;37;45;7;R38,178,592;Roll
2011;Tuesday;19 April 2011;8;14;15;16;38;2;R34,239,693;Roll
2011;Friday;15 April 2011;8;15;18;25;37;5;R31,182,453;Roll
2011;Tuesday;12 April 2011;7;20;27;35;37;10;R28,063,612;Roll
2011;Friday;8 April 2011;1;14;37;39;40;3;R25,454,393;Roll
2011;Tuesday;5 April 2011;16;23;25;33;34;9;R22,593,290;Roll
2011;Friday;1 April 2011;1;12;23;36;42;18;R19,831,783;Roll
2011;Tuesday;29 March 2011;3;15;17;24;38;13;R16,835,332;Roll
2011;Friday;25 March 2011;13;16;25;36;39;8;R14,149,627;Roll
2011;Tuesday;22 March 2011;8;15;24;39;41;8;R11,415,269;Roll
2011;Friday;18 March 2011;8;28;36;40;42;4;R9,512,305;Roll
2011;Tuesday;15 March 2011;12;22;32;36;43;10;R7,070,429;Roll
2011;Friday;11 March 2011;5;34;39;43;45;8;R4,824,277;Roll
2011;Tuesday;8 March 2011;17;21;31;34;41;4;R2,350,782;Roll
2011;Friday;4 March 2011;7;13;18;34;44;20;R5,292,362;Won
2011;Tuesday;1 March 2011;1;7;24;28;37;15;R2,627,079;Roll
2011;Friday;25 February 2011;3;24;31;37;41;2;R7,443,787;Won
2011;Tuesday;22 February 2011;4;10;12;33;35;16;R4,673,560;Roll
2011;Friday;18 February 2011;2;7;12;17;31;17;R2,461,637;Roll
2011;Tuesday;15 February 2011;1;17;23;41;42;17;R22,420,181;Won
2011;Friday;11 February 2011;14;25;27;31;34;10;R19,670,160;Roll
2011;Tuesday;8 February 2011;14;20;22;34;35;8;R16,747,399;Roll
2011;Friday;4 February 2011;11;12;16;31;37;3;R13,995,554;Roll
2011;Tuesday;1 February 2011;2;5;29;39;41;7;R10,932,870;Roll
2011;Friday;28 January 2011;5;9;11;22;37;7;R8,021,787;Roll
2011;Tuesday;25 January 2011;3;9;12;18;38;9;R5,055,855;Roll
2011;Friday;21 January 2011;6;13;18;19;22;10;R2,497,893;Roll
2011;Tuesday;18 January 2011;5;10;36;41;44;18;R15,953,620;Won
2011;Friday;14 January 2011;8;16;21;36;42;4;R13,397,461;Roll
2011;Tuesday;11 January 2011;14;15;22;27;37;7;R10,542,001;Roll
2011;Friday;7 January 2011;9;12;26;29;34;12;R7,965,601;Roll
2011;Tuesday;4 January 2011;2;12;18;30;38;10;R5,250,913;Roll
2010;Friday;31 December 2010;3;21;23;32;35;7;R2,706,808;Roll
2010;Tuesday;28 December 2010;5;6;7;9;17;11;R27,461,634;Won
2010;Friday;24 December 2010;26;30;31;33;40;3;R24,791,362;Roll
2010;Tuesday;21 December 2010;19;25;31;39;40;14;R21,544,895;Roll
2010;Friday;17 December 2010;1;7;8;17;30;17;R18,364,481;Roll
2010;Tuesday;14 December 2010;12;30;31;32;35;4;R15,257,821;Roll
2010;Friday;10 December 2010;6;13;18;24;41;7;R12,346,450;Roll
2010;Tuesday;7 December 2010;12;28;30;44;45;9;R9,297,740;Roll
2010;Friday;3 December 2010;19;24;37;43;45;10;R6,357,543;Roll
2010;Tuesday;30 November 2010;3;6;11;12;25;9;R3,117,562;Roll
2010;Friday;26 November 2010;12;17;22;25;34;19;R3,352,789;Won
2010;Tuesday;23 November 2010;2;9;10;33;43;6;R42,656,872;Won
2010;Friday;19 November 2010;1;17;19;26;32;4;R38,859,683;Roll
2010;Tuesday;16 November 2010;4;28;32;38;40;2;R34,750,340;Roll
2010;Friday;12 November 2010;4;8;11;16;40;17;R31,003,973;Roll
2010;Tuesday;9 November 2010;6;22;29;35;45;8;R26,886,805;Roll
2010;Friday;5 November 2010;1;4;25;26;32;10;R23,079,189;Roll
2010;Tuesday;2 November 2010;12;13;21;22;29;9;R19,492,100;Roll
2010;Friday;29 October 2010;10;31;32;39;45;10;R16,116,518;Roll
2010;Tuesday;26 October 2010;13;28;32;35;36;8;R12,482,772;Roll
2010;Friday;22 October 2010;10;15;16;22;36;1;R9,274,905;Roll
2010;Tuesday;19 October 2010;9;11;17;35;38;16;R6,156,748;Roll
2010;Friday;15 October 2010;4;14;26;34;44;12;R3,262,703;Roll
2010;Tuesday;12 October 2010;1;17;18;19;44;14;R64,547,102;Won
2010;Friday;8 October 2010;3;7;16;21;40;3;R59,062,479;Roll
2010;Tuesday;5 October 2010;3;15;25;32;38;4;R52,764,996;Roll
2010;Friday;1 October 2010;16;22;28;30;31;20;R47,692,754;Roll
2010;Tuesday;28 September 2010;1;3;4;5;40;15;R42,377,052;Roll
2010;Friday;24 September 2010;1;5;10;16;19;8;R37,740,536;Roll
2010;Tuesday;21 September 2010;31;33;36;40;42;13;R33,930,735;Roll
2010;Friday;17 September 2010;2;19;28;42;44;5;R30,152,355;Roll
2010;Tuesday;14 September 2010;3;23;29;33;40;2;R25,924,666;Roll
2010;Friday;10 September 2010;1;17;19;33;38;1;R22,347,777;Roll
2010;Tuesday;7 September 2010;3;25;37;42;44;10;R18,393,816;Roll
2010;Friday;3 September 2010;12;17;37;41;43;8;R15,364,634;Roll
2010;Tuesday;31 August 2010;12;27;37;41;44;20;R12,042,106;Roll
2010;Friday;27 August 2010;7;8;26;36;42;20;R8,862,943;Roll
2010;Tuesday;24 August 2010;6;23;27;33;44;16;R5,601,290;Roll
2010;Friday;20 August 2010;15;21;24;32;44;11;R2,928,005;Roll
2010;Tuesday;17 August 2010;11;17;30;35;45;20;R30,521,058;Won
2010;Friday;13 August 2010;8;9;10;31;39;12;R26,625,622;Roll
2010;Tuesday;10 August 2010;9;19;31;33;45;16;R22,589,379;Roll
2010;Friday;6 August 2010;1;3;13;22;29;18;R19,838,004;Roll
2010;Tuesday;3 August 2010;1;6;15;35;44;20;R16,447,363;Roll
2010;Friday;30 July 2010;2;9;21;25;37;12;R13,033,929;Roll
2010;Tuesday;27 July 2010;2;7;19;24;30;20;R9,459,798;Roll
2010;Friday;23 July 2010;18;23;24;33;37;15;R6,297,840;Roll
2010;Tuesday;20 July 2010;1;21;27;32;36;9;R2,974,822;Roll
2010;Friday;16 July 2010;13;20;42;44;45;12;R3,623,437;Won
2010;Tuesday;13 July 2010;5;11;13;20;30;15;R69,542,295;Won
2010;Friday;9 July 2010;12;15;18;20;25;13;R62,468,008;Roll
2010;Tuesday;6 July 2010;7;8;21;39;41;9;R55,038,362;Roll
2010;Friday;2 July 2010;2;6;7;9;31;7;R48,579,364;Roll
2010;Tuesday;29 June 2010;5;8;9;23;35;9;R42,231,889;Roll
2010;Friday;25 June 2010;13;23;31;40;42;11;R36,616,857;Roll
2010;Tuesday;22 June 2010;16;23;36;40;45;19;R31,669,951;Roll
2010;Friday;18 June 2010;6;8;9;11;22;15;R27,944,190;Roll
2010;Tuesday;15 June 2010;13;25;34;40;41;7;R24,185,528;Roll
2010;Friday;11 June 2010;12;14;18;23;42;13;R20,505,294;Roll
2010;Tuesday;8 June 2010;7;8;23;30;39;6;R17,115,989;Roll
2010;Friday;4 June 2010;1;16;20;27;33;13;R13,831,410;Roll
2010;Tuesday;1 June 2010;2;5;12;23;45;15;R10,498,943;Roll
2010;Friday;28 May 2010;2;9;24;26;42;2;R7,503,422;Roll
2010;Tuesday;25 May 2010;4;15;21;30;32;8;R4,820,608;Roll
2010;Friday;21 May 2010;2;14;25;30;40;2;R2,368,222;Roll
2010;Tuesday;18 May 2010;6;17;25;29;42;6;R18,299,965;Won
2010;Friday;14 May 2010;6;8;15;32;42;7;R15,620,625;Roll
2010;Tuesday;11 May 2010;4;14;17;42;44;13;R12,881,090;Roll
2010;Friday;7 May 2010;10;18;25;26;34;15;R10,349,534;Roll
2010;Tuesday;4 May 2010;9;17;28;36;43;4;R7,609,842;Roll
2010;Friday;30 April 2010;1;11;30;35;44;15;R4,865,951;Roll
2010;Tuesday;27 April 2010;13;14;23;24;27;1;R2,060,602;Roll
2010;Friday;23 April 2010;12;18;43;44;45;5;R10,399,745;Won
2010;Tuesday;20 April 2010;7;20;26;32;39;3;R7,771,243;Roll
2010;Friday;16 April 2010;7;19;21;37;40;18;R5,314,858;Roll
2010;Tuesday;13 April 2010;15;18;28;42;45;5;R2,563,273;Roll
2010;Friday;9 April 2010;2;16;27;30;31;15;R18,426,344;Won
2010;Tuesday;6 April 2010;2;13;19;38;42;16;R15,304,941;Roll
2010;Tuesday;30 March 2010;9;27;30;35;42;17;R11,651,861;Roll
2010;Friday;26 March 2010;25;30;33;36;44;15;R8,393,869;Roll
2010;Tuesday;23 March 2010;1;6;9;10;15;11;R5,530,507;Roll
2010;Friday;19 March 2010;7;11;33;44;45;3;R3,046,000;Roll
2010;Tuesday;16 March 2010;16;32;40;42;45;16;R3,129,922;Won
2010;Friday;12 March 2010;8;14;18;22;28;10;R10,657,820;Won
2010;Tuesday;9 March 2010;3;6;11;28;45;15;R7,147,749;Roll
2010;Friday;5 March 2010;10;11;12;22;38;10;R3,749,040;Roll
2010;Tuesday;2 March 2010;1;12;15;36;43;6;R15,604,303;Won
2010;Friday;26 February 2010;4;9;14;23;37;8;R11,615,686;Roll
2010;Tuesday;23 February 2010;4;12;18;34;41;14;R7,283,328;Roll
2010;Friday;19 February 2010;7;8;10;22;35;4;R3,839,124;Roll
2010;Tuesday;16 February 2010;22;23;30;33;44;9;R5,000,000;Won
2010;Friday;12 February 2010;6;32;36;38;45;1;R91,068,427;Won
2010;Tuesday;9 February 2010;10;18;26;36;45;19;R81,332,877;Roll
2010;Friday;5 February 2010;1;8;21;29;39;20;R73,048,346;Roll
2010;Tuesday;2 February 2010;7;25;33;38;42;8;R64,697,596;Roll
2010;Friday;29 January 2010;2;6;39;42;43;3;R57,232,839;Roll
2010;Tuesday;26 January 2010;2;3;15;21;36;19;R50,371,493;Roll
2010;Friday;22 January 2010;7;11;18;19;34;7;R44,787,663;Roll
2010;Tuesday;19 January 2010;10;16;18;21;38;18;R39,977,546;Roll
2010;Friday;15 January 2010;1;5;21;42;44;8;R36,561,942;Roll
2010;Tuesday;12 January 2010;10;11;18;30;35;7;R32,920,898;Roll
2010;Friday;8 January 2010;6;15;27;39;45;19;R30,336,467;Roll
2010;Tuesday;5 January 2010;1;8;31;43;44;11;R27,687,095;Roll
2010;Friday;1 January 2010;17;21;24;32;37;10;R25,219,570;Roll
2009;Tuesday;29 December 2009;18;27;32;38;42;20;R23,614,872;Roll
2009;Tuesday;22 December 2009;2;14;27;39;42;10;R20,897,631;Roll
2009;Friday;18 December 2009;5;8;11;28;34;15;R18,512,668;Roll
2009;Tuesday;15 December 2009;7;29;31;32;39;13;R16,224,029;Roll
2009;Friday;11 December 2009;10;20;22;23;35;17;R13,831,581;Roll
2009;Tuesday;8 December 2009;13;16;37;39;42;7;R11,593,243;Roll
2009;Friday;4 December 2009;17;23;27;38;43;4;R9,363,139;Roll
2009;Tuesday;1 December 2009;5;8;25;41;45;13;R7,022,907;Roll
2009;Friday;27 November 2009;12;18;31;37;45;16;R4,541,137;Roll
2009;Tuesday;24 November 2009;1;18;19;32;42;9;R2,107,658;Roll
2009;Friday;20 November 2009;12;16;28;42;44;4;R6,950,136;Won
2009;Tuesday;17 November 2009;1;9;23;41;43;3;R4,760,127;Roll
2009;Friday;13 November 2009;32;35;38;39;43;19;R2,497,381;Roll
2009;Tuesday;10 November 2009;12;20;22;28;33;14;R7,147,812;Won
2009;Friday;6 November 2009;10;17;23;31;42;19;R4,749,759;Roll
2009;Tuesday;3 November 2009;18;24;27;36;40;11;R2,268,385;Roll
2009;Friday;30 October 2009;11;14;16;30;31;8;R12,483,280;Won
2009;Tuesday;27 October 2009;5;15;17;31;37;3;R10,000,000;Roll
2009;Friday;23 October 2009;12;15;20;36;38;6;R30,000,000;Won
