Year;Day;Date;Number_1;Number_2;Number_3;Number_4;Number_5;Bonus_Ball;Jackpot;Outcome
2019;Tuesday;13 August 2019;5;16;17;25;38;2;R110,000,000;Roll
2019;Friday;9 August 2019;2;18;34;37;48;3;R100,000,000;Roll
2019;Tuesday;6 August 2019;6;8;15;30;37;20;R85,000,000;Roll
2019;Friday;2 August 2019;5;31;45;46;47;5;R78,761,158.47;Roll
2019;Tuesday;30 July 2019;1;14;29;32;38;18;R70,000,000;Roll
2019;Friday;26 July 2019;4;17;19;43;48;7;R65,277,858.39;Roll
2019;Tuesday;23 July 2019;4;6;35;45;48;20;R60,000,000;Roll
2019;Friday;19 July 2019;3;12;13;20;41;16;R55,055,514.46;Roll
2019;Tuesday;16 July 2019;3;5;20;23;40;14;R50,000,000;Roll
2019;Friday;12 July 2019;29;35;46;47;48;17;R42,774,433.94;Roll
2019;Tuesday;9 July 2019;9;12;28;44;49;13;R38,022,655.47;Roll
2019;Friday;5 July 2019;28;37;39;46;47;12;R34,249,598.42;Roll
2019;Tuesday;2 July 2019;16;29;43;44;47;15;R29,707,155.14;Roll
2019;Friday;28 June 2019;3;13;16;33;41;10;R25,444,942.14;Roll
2019;Tuesday;25 June 2019;3;32;33;38;40;11;R21,064,302.79;Roll
2019;Friday;21 June 2019;8;15;28;46;49;8;R17,476,151.22;Roll
2019;Tuesday;18 June 2019;2;3;17;20;33;3;R13,878,630.61;Roll
2019;Friday;14 June 2019;24;26;27;35;39;15;R10,910,149.51;Roll
2019;Tuesday;11 June 2019;11;14;15;38;47;13;R7,113,119.66;Roll
2019;Friday;7 June 2019;4;11;21;22;45;14;R3,923,952.76;Roll
2019;Tuesday;4 June 2019;10;16;22;46;50;19;R55,270,216.22;Won
2019;Friday;31 May 2019;5;21;25;27;47;12;R50,000,000;Roll
2019;Tuesday;28 May 2019;15;21;25;33;43;17;R41,347,732.01;Roll
2019;Friday;24 May 2019;3;25;29;38;39;7;R36,910,846.75;Roll
2019;Tuesday;21 May 2019;3;11;15;33;43;13;R32,713,904.38;Roll
2019;Friday;17 May 2019;9;19;29;31;46;17;R29,277,725.69;Roll
2019;Tuesday;14 May 2019;15;18;34;44;46;16;R25,023,233.01;Roll
2019;Friday;10 May 2019;14;22;23;39;43;15;R21,146,619.89;Roll
2019;Tuesday;7 May 2019;15;22;30;45;48;13;R16,932,650.55;Roll
2019;Friday;3 May 2019;13;18;20;35;36;11;R13,108,545.82;Roll
2019;Tuesday;30 April 2019;1;3;20;46;48;5;R8,643,851.08;Roll
2019;Friday;26 April 2019;13;16;19;43;49;13;R4,287,535.21;Roll
2019;Tuesday;23 April 2019;10;35;37;46;48;9;R19,517,312.40;Won
2019;Friday;19 April 2019;17;19;25;43;47;4;R15,437,929.96;Roll
2019;Tuesday;16 April 2019;5;6;32;44;48;5;R10,931,599.30;Roll
2019;Friday;12 April 2019;28;35;41;43;50;12;R5,534,281.98;Roll
2019;Tuesday;9 April 2019;5;11;13;28;38;14;R77,710,963.20;Won
2019;Friday;5 April 2019;15;22;29;31;48;3;R71,628,330.01;Roll
2019;Tuesday;2 April 2019;11;29;35;38;41;18;R64,831,132.59;Roll
2019;Friday;29 March 2019;3;6;11;13;31;13;R58,099,637.40;Roll
2019;Tuesday;26 March 2019;1;8;24;26;30;2;R51,757,421.03;Roll
2019;Friday;22 March 2019;8;10;15;34;35;16;R45,690,774.55;Roll
2019;Tuesday;19 March 2019;3;16;32;33;36;7;R40,070,445.68;Roll
2019;Friday;15 March 2019;19;36;40;45;49;5;R35,601,477.57;Roll
2019;Tuesday;12 March 2019;8;27;40;46;48;18;R29,870,709.04;Roll
2019;Friday;8 March 2019;4;5;7;11;22;3;R24,208,355.94;Roll
2019;Tuesday;5 March 2019;1;18;24;48;49;20;R17,741,429.43;Roll
2019;Friday;1 March 2019;24;29;34;46;49;15;R12,109,045.33;Roll
2019;Tuesday;26 February 2019;10;20;28;31;33;12;R5,640,752.04;Roll
2019;Friday;22 February 2019;7;9;10;11;40;2;R6,326,736;Won
2019;Tuesday;19 February 2019;14;18;21;26;35;5;R232,131,750.69;Won
2019;Friday;15 February 2019;19;20;37;42;43;17;R212,480,135.13;Roll
2019;Tuesday;12 February 2019;15;16;24;38;47;13;R192,779,736.10;Roll
2019;Friday;8 February 2019;22;30;39;41;42;11;R178,315,451.81;Roll
2019;Tuesday;5 February 2019;5;28;31;35;50;9;R162,855,403.98;Roll
2019;Friday;1 February 2019;5;13;19;39;41;3;R150,000,000;Roll
2019;Tuesday;29 January 2019;6;7;23;25;29;5;R122,014,409.10;Roll
2019;Friday;25 January 2019;20;27;31;40;41;9;R110,000,000;Roll
2019;Tuesday;22 January 2019;6;15;24;41;47;3;R94,000,000;Roll
2019;Friday;18 January 2019;8;23;26;38;40;9;R88,442,717.21;Roll
2019;Tuesday;15 January 2019;9;13;24;27;29;20;R79,756,970.09;Roll
2019;Friday;11 January 2019;8;21;25;29;42;15;R72,604,385.40;Roll
2019;Tuesday;8 January 2019;2;15;35;44;46;13;R65,327,021.25;Roll
2019;Friday;4 January 2019;7;9;24;26;29;1;R59,904,208.59;Roll
2019;Tuesday;1 January 2019;42;44;46;47;48;11;R53,702,827.68;Roll
2018;Friday;28 December 2018;18;21;30;32;50;8;R50,000,000;Roll
2018;Tuesday;25 December 2018;13;16;28;29;30;7;R31,954,158.73;Roll
2018;Friday;21 December 2018;22;34;40;44;48;2;R29,502,785.10;Roll
2018;Tuesday;18 December 2018;3;5;14;20;32;16;R25,059,495.23;Roll
2018;Friday;14 December 2018;4;5;9;16;20;3;R21,705,675.97;Roll
2018;Tuesday;11 December 2018;7;29;39;42;48;7;R17,785,458.79;Roll
2018;Friday;7 December 2018;3;6;22;33;47;15;R14,623,900.22;Roll
2018;Tuesday;4 December 2018;5;13;20;33;34;6;R10,837,919.38;Roll
2018;Friday;30 November 2018;12;15;25;29;49;7;R7,385,137.25;Roll
2018;Tuesday;27 November 2018;12;27;39;41;46;10;R3,638,365.59;Roll
2018;Friday;23 November 2018;3;6;8;23;30;8;R7,453,479.50;Won
2018;Tuesday;20 November 2018;14;32;33;37;47;15;R3,450,129.35;Roll
2018;Friday;16 November 2018;20;24;32;33;35;18;R33,000,000;Won
2018;Tuesday;13 November 2018;4;6;19;24;41;8;R24,382,438;Roll
2018;Friday;9 November 2018;6;7;10;19;43;20;R20,745,336.63;Roll
2018;Tuesday;6 November 2018;10;20;48;49;50;12;R16,255,931.23;Roll
2018;Friday;2 November 2018;2;30;36;42;47;13;R12,318,113.74;Roll
2018;Tuesday;30 October 2018;19;20;24;27;29;19;R8,053,318.25;Roll
2018;Friday;26 October 2018;2;15;19;24;38;20;R4,346,525.02;Roll
2018;Tuesday;23 October 2018;4;17;21;28;48;20;R41,326,686.50;Won
2018;Friday;19 October 2018;1;32;39;41;43;6;R37,511,603.26;Roll
2018;Tuesday;16 October 2018;2;8;27;35;41;8;R32,980,748.24;Roll
2018;Friday;12 October 2018;1;2;11;19;44;8;R29,062,466.94;Roll
2018;Tuesday;9 October 2018;5;13;22;24;40;5;R24,783,797.76;Roll
2018;Friday;5 October 2018;32;36;42;46;49;11;R20,916,286.88;Roll
2018;Tuesday;2 October 2018;3;7;15;24;35;18;R16,381,958.03;Roll
2018;Friday;28 September 2018;7;24;31;36;50;2;R12,150,201.22;Roll
2018;Tuesday;25 September 2018;7;15;17;30;40;11;R7,670,328.96;Roll
2018;Friday;21 September 2018;28;32;39;43;46;8;R4,477,915.27;Roll
2018;Tuesday;18 September 2018;15;22;23;31;38;1;R64,426,934.10;Won
2018;Friday;14 September 2018;10;17;29;31;40;9;R58,559,656.35;Roll
2018;Tuesday;11 September 2018;3;26;34;40;50;12;R52,338,633.99;Roll
2018;Friday;7 September 2018;9;11;20;28;44;6;R47,149,328.93;Roll
2018;Tuesday;4 September 2018;3;13;24;25;41;8;R41,363,155.76;Roll
2018;Friday;31 August 2018;7;38;42;43;47;3;R36,292,142.94;Roll
2018;Tuesday;28 August 2018;4;13;21;41;44;15;R30,591,306.92;Roll
2018;Friday;24 August 2018;3;6;25;27;40;4;R25,757,419.97;Roll
2018;Tuesday;21 August 2018;19;21;23;34;45;9;R21,110,772.59;Roll
2018;Friday;17 August 2018;9;19;24;35;42;10;R17,383,845.08;Roll
2018;Tuesday;14 August 2018;13;29;32;38;45;5;R12,938,864.34;Roll
2018;Friday;10 August 2018;3;10;14;43;50;14;R10,000,000;Roll
2018;Tuesday;7 August 2018;2;3;19;24;30;3;R4,603,902.09;Roll
2018;Friday;3 August 2018;1;15;23;24;35;4;R145,469,799.30;Won
2018;Tuesday;31 July 2018;3;6;14;34;36;12;R128,039,793.50;Roll
2018;Friday;27 July 2018;4;15;19;33;36;2;R113,951,194.70;Roll
2018;Tuesday;24 July 2018;9;15;18;24;29;19;R100,000,000;Roll
2018;Friday;20 July 2018;9;21;22;33;39;5;R86,703,027;Roll
2018;Tuesday;17 July 2018;12;26;34;35;44;4;R79,463,002.49;Roll
2018;Friday;13 July 2018;13;14;34;38;45;11;R73,530,490.50;Roll
2018;Tuesday;10 July 2018;1;31;34;38;46;12;R66,683,630.86;Roll
2018;Friday;6 July 2018;8;16;19;35;39;11;R61,079,560.27;Roll
2018;Tuesday;3 July 2018;3;38;48;49;50;18;R55,151,797.37;Roll
2018;Friday;29 June 2018;15;22;25;31;37;16;R50,000,000;Roll
2018;Tuesday;26 June 2018;15;25;39;43;50;14;R16,899,630.56;Roll
2018;Friday;22 June 2018;2;6;13;14;19;17;R13,544,350.72;Roll
2018;Tuesday;19 June 2018;12;20;23;24;37;4;R10,254,894.62;Roll
2018;Friday;15 June 2018;8;9;14;28;41;9;R7,400,000;Roll
2018;Tuesday;12 June 2018;3;5;31;35;37;13;R5,200,000;Roll
2018;Friday;8 June 2018;3;13;25;26;34;13;R2,652,253.16;Roll
2018;Tuesday;5 June 2018;10;13;28;33;45;14;R53,792,760.32;Won
2018;Friday;1 June 2018;1;37;40;41;43;4;R50,000,000;Roll
2018;Tuesday;29 May 2018;12;21;31;37;41;13;R43,411,475.82;Roll
2018;Friday;25 May 2018;6;11;23;36;37;13;R40,265,531.11;Roll
2018;Tuesday;22 May 2018;3;10;15;19;44;14;R36,502,849.86;Roll
2018;Friday;18 May 2018;6;10;11;28;40;7;R33,558,820.80;Roll
2018;Tuesday;15 May 2018;5;10;20;27;40;10;R30,513,455.56;Roll
2018;Friday;11 May 2018;8;22;33;40;43;3;R27,613,115.27;Roll
2018;Tuesday;8 May 2018;3;4;6;26;44;5;R24,533,247.42;Roll
2018;Friday;4 May 2018;4;9;11;12;25;6;R21,733,973.71;Roll
2018;Tuesday;1 May 2018;8;17;29;40;42;11;R18,603,121.52;Roll
2018;Friday;27 April 2018;2;8;12;20;43;6;R16,333,153.32;Roll
2018;Tuesday;24 April 2018;6;16;17;39;43;4;R13,783,738.49;Roll
2018;Friday;20 April 2018;5;13;20;31;35;9;R11,680,229.39;Roll
2018;Tuesday;17 April 2018;3;6;7;16;33;17;R9,304,584.33;Roll
2018;Friday;13 April 2018;6;9;21;23;30;14;R7,190,810.92;Roll
2018;Tuesday;10 April 2018;2;14;17;31;34;19;R4,728,819.22;Roll
2018;Friday;6 April 2018;3;11;26;35;43;3;R2,525,475.66;Roll
2018;Tuesday;3 April 2018;4;13;16;33;40;2;R36,895,719.80;Won
2018;Friday;30 March 2018;8;19;34;37;41;11;R34,066,280.11;Roll
2018;Tuesday;27 March 2018;4;9;12;18;31;6;R31,201,787.17;Roll
2018;Friday;23 March 2018;3;23;24;35;37;9;R28,335,834.41;Roll
2018;Tuesday;20 March 2018;5;21;35;37;40;9;R25,527,541.56;Roll
2018;Friday;16 March 2018;8;17;29;31;38;5;R23,233,808.03;Roll
2018;Tuesday;13 March 2018;13;26;31;37;43;15;R20,523,588.39;Roll
2018;Friday;9 March 2018;9;11;20;26;34;10;R18,132,186.60;Roll
2018;Tuesday;6 March 2018;12;24;29;35;36;1;R15,434,254.64;Roll
2018;Friday;2 March 2018;1;14;27;33;40;12;R12,870,371.11;Roll
2018;Tuesday;27 February 2018;6;16;18;33;34;13;R9,939,093.98;Roll
2018;Friday;23 February 2018;15;20;31;36;45;17;R7,523,727.70;Roll
2018;Tuesday;20 February 2018;8;27;30;33;42;3;R4,830,818.06;Roll
2018;Friday;16 February 2018;2;8;26;28;30;2;R2,649,911.42;Roll
2018;Tuesday;13 February 2018;5;10;12;29;42;8;R16,272,096.40;Won
2018;Friday;9 February 2018;1;8;10;26;39;17;R13,000,000;Roll
2018;Tuesday;6 February 2018;6;7;21;27;40;15;R9,646,467.29;Roll
2018;Friday;2 February 2018;10;13;30;36;45;19;R6,417,297.04;Roll
2018;Tuesday;30 January 2018;8;20;41;42;43;4;R2,816,924.90;Roll
2018;Friday;26 January 2018;6;8;14;22;25;3;R8,435,435.90;Won
2018;Tuesday;23 January 2018;3;28;40;41;42;8;R5,042,553.90;Roll
2018;Friday;19 January 2018;1;3;13;24;27;12;R2,711,359.62;Roll
2018;Tuesday;16 January 2018;12;27;29;35;36;15;R2,486,662.90;Won
2018;Friday;12 January 2018;15;17;20;25;42;19;R70,031,306.33;Won
2018;Tuesday;9 January 2018;4;11;18;19;40;19;R65,658,533.10;Roll
2018;Friday;5 January 2018;8;31;34;35;44;4;R62,021,228.14;Roll
2018;Tuesday;2 January 2018;21;29;30;34;37;20;R58,327,734.11;Roll
2017;Friday;29 December 2017;3;7;21;41;42;18;R55,525,530.15;Roll
2017;Tuesday;26 December 2017;13;14;29;42;44;4;R51,954,334.70;Roll
2017;Friday;22 December 2017;5;9;16;19;31;3;R50,000,000;Roll
2017;Tuesday;19 December 2017;3;7;11;43;44;4;R18,821,597.12;Roll
2017;Friday;15 December 2017;2;9;10;17;44;18;R16,285,704.27;Roll
2017;Tuesday;12 December 2017;7;10;15;24;39;19;R13,652,870.48;Roll
2017;Friday;8 December 2017;3;8;17;22;27;13;R11,496,343.46;Roll
2017;Tuesday;5 December 2017;4;8;19;32;40;18;R9,203,055.41;Roll
2017;Friday;1 December 2017;8;11;22;28;29;1;R6,970,652.28;Roll
2017;Tuesday;28 November 2017;7;11;28;38;39;14;R4,427,621.65;Roll
2017;Friday;24 November 2017;4;14;29;37;43;18;R2,245,605.18;Roll
2017;Tuesday;21 November 2017;16;23;32;34;41;18;R19,512,718.80;Won
2017;Friday;17 November 2017;13;14;24;36;42;20;R17,181,000.43;Roll
2017;Tuesday;14 November 2017;8;21;25;34;41;20;R14,508,541.88;Roll
2017;Friday;10 November 2017;13;28;31;33;44;8;R12,262,447.29;Roll
2017;Tuesday;7 November 2017;9;10;22;34;44;18;R9,863,835.49;Roll
2017;Friday;3 November 2017;3;17;19;23;44;19;R7,563,354.98;Roll
2017;Tuesday;31 October 2017;6;10;16;36;43;17;R4,856,418.72;Roll
2017;Friday;27 October 2017;14;15;21;29;45;6;R2,506,842.71;Roll
2017;Tuesday;24 October 2017;13;26;37;42;44;3;R13,880,563.60;Won
2017;Friday;20 October 2017;19;20;24;26;30;20;R11,792,440.59;Roll
2017;Tuesday;17 October 2017;1;3;10;39;43;13;R9,452,457.47;Roll
2017;Friday;13 October 2017;5;8;25;30;32;17;R7,385,836.85;Roll
2017;Tuesday;10 October 2017;13;15;25;29;39;14;R4,751,800.74;Roll
2017;Friday;6 October 2017;18;22;23;31;38;17;R2,608,171.06;Roll
2017;Tuesday;3 October 2017;7;26;35;36;39;14;R13,019,619.60;Won
2017;Friday;29 September 2017;26;28;32;39;42;9;R10,435,862.91;Roll
2017;Tuesday;26 September 2017;9;17;33;42;45;13;R7,662,027.37;Roll
2017;Friday;22 September 2017;4;12;28;30;39;3;R5,516,383.44;Roll
2017;Tuesday;19 September 2017;15;22;25;36;39;19;R2,655,177;Roll
2017;Friday;15 September 2017;11;16;24;28;44;6;R8,757,520;Won
2017;Tuesday;12 September 2017;2;3;11;29;41;15;R5,670,504.06;Roll
2017;Friday;8 September 2017;6;7;34;39;42;12;R2,948,499.21;Roll
2017;Tuesday;5 September 2017;2;13;14;15;32;6;R2,925,153.30;Won
2017;Friday;1 September 2017;11;13;31;39;41;15;R3,314,549.20;Won
2017;Tuesday;29 August 2017;12;13;17;19;34;11;R24,571,441.80;Won
2017;Friday;25 August 2017;2;15;23;28;32;2;R21,550,258.73;Roll
2017;Tuesday;22 August 2017;15;19;31;36;44;9;R18,182,777.99;Roll
2017;Friday;18 August 2017;13;23;30;34;40;11;R15,958,956.68;Roll
2017;Tuesday;15 August 2017;4;17;27;34;35;5;R13,418,214.13;Roll
2017;Friday;11 August 2017;11;28;31;32;41;18;R10,975,395.15;Roll
2017;Tuesday;8 August 2017;3;5;12;14;22;9;R8,273,002.80;Roll
2017;Friday;4 August 2017;15;17;24;25;28;17;R5,855,562.97;Roll
2017;Tuesday;1 August 2017;5;18;36;40;42;5;R2,854,748.51;Roll
2017;Friday;28 July 2017;7;28;30;35;39;1;R41,030,555.60;Won
2017;Tuesday;25 July 2017;12;18;22;29;44;6;R36,197,978;Roll
2017;Friday;21 July 2017;7;20;29;40;43;6;R32,594,115.05;Roll
2017;Tuesday;18 July 2017;23;25;30;40;43;20;R28,942,644.31;Roll
2017;Friday;14 July 2017;21;28;29;31;35;8;R26,061,832.72;Roll
2017;Tuesday;11 July 2017;2;15;19;27;34;19;R22,825,808.86;Roll
2017;Friday;7 July 2017;9;16;18;32;43;2;R19,973,253.88;Roll
2017;Tuesday;4 July 2017;5;7;10;15;30;5;R16,672,589.44;Roll
2017;Friday;30 June 2017;4;5;10;23;28;3;R13,843,586.65;Roll
2017;Tuesday;27 June 2017;26;27;30;32;45;16;R10,365,692.37;Roll
2017;Friday;23 June 2017;14;20;33;44;45;19;R7,654,562.59;Roll
2017;Tuesday;20 June 2017;14;21;28;38;40;18;R4,822,003.70;Roll
2017;Friday;16 June 2017;4;7;25;28;33;14;R2,432,125.52;Roll
2017;Tuesday;13 June 2017;13;18;32;36;45;14;R30,859,278.60;Won
2017;Friday;9 June 2017;11;12;17;19;35;1;R28,039,905.58;Roll
2017;Tuesday;6 June 2017;1;27;28;32;43;12;R24,709,647.13;Roll
2017;Friday;2 June 2017;7;11;16;38;45;20;R21,714,413.63;Roll
2017;Tuesday;30 May 2017;12;14;25;26;39;2;R18,422,941.76;Roll
2017;Friday;26 May 2017;13;26;29;31;37;7;R15,590,618.87;Roll
2017;Tuesday;23 May 2017;4;7;15;22;26;4;R12,660,536.31;Roll
2017;Friday;19 May 2017;1;2;9;17;37;7;R10,272,162.29;Roll
2017;Tuesday;16 May 2017;9;20;30;36;38;13;R7,683,881.86;Roll
2017;Friday;12 May 2017;1;3;15;30;37;5;R5,288,210.51;Roll
2017;Tuesday;9 May 2017;18;19;23;37;43;14;R2,604,192.55;Roll
2017;Friday;5 May 2017;8;9;21;24;26;4;R11,685,602.10;Won
2017;Tuesday;2 May 2017;2;10;12;27;32;13;R8,383,129.25;Roll
2017;Friday;28 April 2017;8;23;24;40;44;7;R5,711,134.95;Roll
2017;Tuesday;25 April 2017;2;19;25;30;32;13;R2,770,549.08;Roll
2017;Friday;21 April 2017;3;7;11;29;40;18;R32,259,432.10;Won
2017;Tuesday;18 April 2017;2;5;21;24;25;1;R28,169,680.83;Roll
2017;Friday;14 April 2017;13;17;20;33;42;4;R24,107,855.58;Roll
2017;Tuesday;11 April 2017;14;18;24;27;38;18;R20,137,388.25;Roll
2017;Friday;7 April 2017;20;21;24;34;43;20;R15,551,281.30;Roll
2017;Tuesday;4 April 2017;10;19;28;33;34;1;R10,072,935.64;Roll
2017;Friday;31 March 2017;9;11;20;22;36;13;R5,143,915.38;Roll
2017;Tuesday;28 March 2017;2;6;7;22;27;3;R4,665,459.30;Won
2017;Friday;24 March 2017;1;3;5;13;15;11;R30,562,981.60;Won
2017;Tuesday;21 March 2017;7;9;10;33;34;14;R25,807,389.08;Roll
2017;Friday;17 March 2017;6;15;20;31;37;8;R22,613,613.22;Roll
2017;Tuesday;14 March 2017;11;19;31;33;36;10;R18,693,283.08;Roll
2017;Friday;10 March 2017;11;20;24;28;33;2;R15,282,392;Roll
2017;Tuesday;7 March 2017;6;10;14;35;44;5;R11,251,326.35;Roll
2017;Friday;3 March 2017;1;19;24;34;41;16;R7,715,442.58;Roll
2017;Tuesday;28 February 2017;9;15;20;42;45;5;R3,564,622.30;Roll
2017;Friday;24 February 2017;6;9;20;30;38;11;R9,460,074.70;Won
2017;Tuesday;21 February 2017;9;11;14;29;37;5;R5,918,540.70;Roll
2017;Friday;17 February 2017;9;20;23;39;42;6;R3,253,095.05;Roll
2017;Tuesday;14 February 2017;5;12;14;39;42;17;R8,028,626.10;Roll
2017;Friday;10 February 2017;1;12;21;24;42;5;R5,038,568.80;Roll
2017;Tuesday;7 February 2017;7;16;18;30;39;2;R2,430,092.19;Roll
2017;Friday;3 February 2017;20;22;37;39;43;17;R2,927,709.50;Won
2017;Tuesday;31 January 2017;2;9;31;40;45;3;R2,597,449.60;Won
2017;Friday;27 January 2017;4;5;16;28;30;10;R5,454,151.40;Won
2017;Tuesday;24 January 2017;7;19;33;35;39;5;R2,417,562.23;Roll
2017;Friday;20 January 2017;5;7;17;23;41;6;R35,166,667.30;Won
2017;Tuesday;17 January 2017;12;29;35;36;41;10;R30,973,817.17;Roll
2017;Friday;13 January 2017;14;20;21;26;38;18;R27,585,224.80;Roll
2017;Tuesday;10 January 2017;6;20;25;28;31;10;R23,654,977.49;Roll
2017;Friday;6 January 2017;11;14;30;40;42;9;R20,999,991.89;Roll
2017;Tuesday;3 January 2017;6;16;26;29;31;8;R18,003,173.70;Roll
2016;Friday;30 December 2016;14;31;33;42;44;15;R15,632,109.68;Roll
2016;Tuesday;27 December 2016;8;16;20;21;36;4;R12,644,894.44;Roll
2016;Friday;23 December 2016;1;4;6;11;16;2;R10,615,653.23;Roll
2016;Tuesday;20 December 2016;1;9;17;20;23;12;R7,581,323.01;Roll
2016;Friday;16 December 2016;8;15;26;28;35;10;R4,976,036.19;Roll
2016;Tuesday;13 December 2016;7;8;23;26;33;16;R2,488,247.21;Roll
2016;Friday;9 December 2016;1;2;8;10;14;9;R8,446,048.80;Won
2016;Tuesday;6 December 2016;1;24;29;33;38;20;R5,648,286.57;Roll
2016;Friday;2 December 2016;1;11;24;28;42;9;R3,033,004.36;Roll
2016;Tuesday;29 November 2016;4;9;22;31;41;12;R14,615,519.10;Won
2016;Friday;25 November 2016;5;21;22;28;33;18;R10,933,112.85;Roll
2016;Tuesday;22 November 2016;17;18;19;25;36;13;R7,690,546.86;Roll
2016;Friday;18 November 2016;2;7;12;18;21;10;R5,317,820.34;Roll
2016;Tuesday;15 November 2016;11;17;23;42;45;13;R2,482,700.78;Roll
2016;Friday;11 November 2016;1;3;20;35;36;12;R57,782,113.30;Won
2016;Tuesday;8 November 2016;5;30;40;43;44;2;R53,047,669.96;Roll
2016;Friday;4 November 2016;5;14;23;31;36;19;R48,817,714.27;Roll
2016;Tuesday;1 November 2016;24;25;26;37;44;12;R43,940,234.01;Roll
2016;Friday;28 October 2016;9;10;18;25;36;3;R39,799,413.61;Roll
2016;Tuesday;25 October 2016;8;24;27;30;43;14;R35,487,673.02;Roll
2016;Friday;21 October 2016;8;15;20;22;29;19;R31,764,976.60;Roll
2016;Tuesday;18 October 2016;7;19;35;41;44;16;R27,922,490.57;Roll
2016;Friday;14 October 2016;4;12;31;38;40;3;R24,733,795.11;Roll
2016;Tuesday;11 October 2016;15;23;24;26;36;19;R21,128,906.26;Roll
2016;Friday;7 October 2016;2;14;24;34;45;7;R18,044,209.12;Roll
2016;Tuesday;4 October 2016;4;16;18;25;30;6;R15,018,041.76;Roll
2016;Friday;30 September 2016;5;15;16;25;36;16;R11,936,499.58;Roll
2016;Tuesday;27 September 2016;3;11;34;37;45;15;R8,494,232.03;Roll
2016;Friday;23 September 2016;3;11;30;32;37;3;R5,623,726.10;Roll
2016;Tuesday;20 September 2016;2;18;29;32;44;20;R2,583,659.17;Roll
2016;Friday;16 September 2016;1;12;33;34;37;16;R62,996,195.50;Won
2016;Tuesday;13 September 2016;1;5;16;21;40;2;R57,311,221.37;Roll
2016;Friday;9 September 2016;2;18;35;37;41;15;R52,590,504.08;Roll
2016;Tuesday;6 September 2016;4;18;39;43;44;12;R47,437,328.49;Roll
2016;Friday;2 September 2016;20;23;30;38;41;10;R43,182,906.06;Roll
2016;Tuesday;30 August 2016;4;9;14;18;34;10;R38,422,399.31;Roll
2016;Friday;26 August 2016;2;12;14;32;42;8;R34,402,768.45;Roll
2016;Tuesday;23 August 2016;9;13;19;26;43;8;R30,000,000;Roll
2016;Friday;19 August 2016;6;18;32;33;36;4;R22,910,098.09;Roll
2016;Tuesday;16 August 2016;7;8;16;30;44;14;R19,192,246.60;Roll
2016;Friday;12 August 2016;10;15;35;38;39;13;R16,231,470.96;Roll
2016;Tuesday;9 August 2016;5;13;17;24;36;18;R13,056,537.68;Roll
2016;Friday;5 August 2016;3;21;34;37;40;20;R10,444,541.29;Roll
2016;Tuesday;2 August 2016;8;11;14;30;42;8;R7,134,239.88;Roll
2016;Friday;29 July 2016;4;12;31;41;42;19;R3,982,869.68;Roll
2016;Tuesday;26 July 2016;1;6;16;22;25;13;R3,114,397.40;Won
2016;Friday;22 July 2016;1;7;16;28;35;3;R87,624,435;Won
2016;Tuesday;19 July 2016;2;31;34;38;39;5;R78,414,356.79;Roll
2016;Friday;15 July 2016;2;14;31;34;37;12;R71,010,600.78;Roll
2016;Tuesday;12 July 2016;4;12;23;31;41;5;R63,240,757.15;Roll
2016;Friday;8 July 2016;1;12;26;36;37;3;R57,081,520.67;Roll
2016;Tuesday;5 July 2016;9;17;19;29;42;15;R51,271,198.10;Roll
2016;Friday;1 July 2016;17;20;22;27;41;18;R46,322,731.98;Roll
2016;Tuesday;28 June 2016;4;5;7;10;34;16;R41,426,975.13;Roll
2016;Friday;24 June 2016;1;7;9;21;43;9;R37,345,121.43;Roll
2016;Tuesday;21 June 2016;3;13;22;26;43;18;R33,387,306.20;Roll
2016;Friday;17 June 2016;7;9;23;39;45;10;R30,428,840.93;Roll
2016;Tuesday;14 June 2016;20;24;40;44;45;17;R27,275,311.06;Roll
2016;Friday;10 June 2016;3;6;17;21;27;10;R24,430,394.70;Roll
2016;Tuesday;7 June 2016;3;4;11;23;37;17;R21,073,408.56;Roll
2016;Friday;3 June 2016;7;14;20;37;43;12;R17,730,002.89;Roll
2016;Tuesday;31 May 2016;3;28;38;39;42;16;R14,225,489.75;Roll
2016;Friday;27 May 2016;7;15;24;28;29;2;R10,909,440.74;Roll
2016;Tuesday;24 May 2016;8;12;23;24;31;15;R7,732,372.42;Roll
2016;Friday;20 May 2016;21;29;32;36;43;3;R5,316,248.22;Roll
2016;Tuesday;17 May 2016;8;15;17;24;30;18;R2,584,880.50;Roll
2016;Friday;13 May 2016;3;5;23;29;37;20;R3,065,945.80;Won
2016;Tuesday;10 May 2016;5;20;26;27;33;18;R28,013,570.30;Won
2016;Friday;6 May 2016;3;13;24;41;44;5;R24,470,209.35;Roll
2016;Tuesday;3 May 2016;1;15;23;32;41;11;R20,761,393.60;Roll
2016;Friday;29 April 2016;3;11;22;35;41;9;R17,801,150.08;Roll
2016;Tuesday;26 April 2016;1;3;16;19;31;13;R14,334,412.85;Roll
2016;Friday;22 April 2016;1;4;12;18;29;16;R10,657,758.98;Roll
2016;Tuesday;19 April 2016;10;11;12;32;33;17;R6,804,669.40;Roll
2016;Friday;15 April 2016;20;29;33;37;38;6;R3,663,154.48;Roll
2016;Tuesday;12 April 2016;2;16;18;20;24;16;R21,476,916.60;Won
2016;Friday;8 April 2016;24;28;34;35;43;13;R17,824,848.17;Roll
2016;Tuesday;5 April 2016;4;24;27;36;40;8;R14,255,465.79;Roll
